Shin-ban Megami Tantei Vinus File,Unknown,Hentai,2000,5.8,https://cdn.myanimelist.net/images/anime/3/4247.jpg
Dai Yamato Zero-gou,JCF,"Sci-Fi,Adult Cast,Space",1900,6.84,https://cdn.myanimelist.net/images/anime/3/16691.jpg
Princess Holiday: Korogaru Ringo Tei Senya Ichiya,Datama Film,"Fantasy,Hentai",1700,5.78,https://cdn.myanimelist.net/images/anime/1407/116486.jpg
Onna Kyoushi: Nikutai Jugyou,Shura,"Hentai,School",1700,5.61,https://cdn.myanimelist.net/images/anime/12/11579.jpg
Tottoko Hamtarou OVA 3: Hamuchanzu to Niji no Kuni no Oujisama - Sekai de Ichiban no Takaramono,TMS Entertainment,"Adventure,Comedy,Kids",1500,6.22,https://cdn.myanimelist.net/images/anime/12/24828.jpg
Tenshi no Shippo Chu!: Tenshi no Utagoe,Tokyo Kids,"Fantasy,Romance",846,6.15,https://cdn.myanimelist.net/images/anime/2/58309.jpg
Fuichin-san,Unknown,"Drama,Historical,Shoujo",527,6.14,https://cdn.myanimelist.net/images/anime/11/62189.jpg
Ashita Kirarin,Animation Staff Room,"Drama,Kids",459,5.89,https://cdn.myanimelist.net/images/anime/9/77432.jpg
Kitty to Daniel no Odoru Santa-san no Himitsu,Unknown,"Fantasy,Kids",293,0.0,https://cdn.myanimelist.net/images/anime/10/70991.jpg
Moudouken Quill no Isshou,Unknown,"Drama,Pets",292,0.0,https://cdn.myanimelist.net/images/anime/11/65989.jpg
Innocence,Production I.G,"Action,Award Winning,Mystery,Sci-Fi,Adult Cast,Detective,Mecha,Military,Psychological",163000,7.78,https://cdn.myanimelist.net/images/anime/10/75628.jpg
Dead Leaves,Production I.G,"Action,Comedy,Sci-Fi,Gore,Super Power",95000,7.21,https://cdn.myanimelist.net/images/anime/1827/112657.jpg
One Piece Movie 05: Norowareta Seiken,Toei Animation,"Action,Adventure,Fantasy,Shounen",85000,7.13,https://cdn.myanimelist.net/images/anime/2/25413.jpg
One Piece: Mezase! Kaizoku Yakyuu Ou,Toei Animation,"Comedy,Fantasy,Sports,Team Sports,Shounen",37000,6.97,https://cdn.myanimelist.net/images/anime/8/70593.jpg
Saint Seiya: Tenkai-hen Josou - Overture,Toei Animation,"Action,Adventure,Fantasy,Sci-Fi,Mythology,Shounen",25000,7.25,https://cdn.myanimelist.net/images/anime/5/5952.jpg
Nitaboh,WAO World,"Historical,Music",9800,7.29,https://cdn.myanimelist.net/images/anime/6/14630.jpg
Doraemon Movie 25: Nobita no Wan Nyan Jikuuden,Shin-Ei Animation,"Adventure,Comedy,Sci-Fi,Kids",8900,7.45,https://cdn.myanimelist.net/images/anime/1819/133756.jpg
"Tetsuwan Atom: Kagayakeru Hoshi - Anata wa Aoku, Utsukushii...",Unknown,Sci-Fi,1300,6.11,https://cdn.myanimelist.net/images/anime/3/47835.jpg
Doraemon Anniversary 25,Shin-Ei Animation,"Comedy,Sci-Fi,Kids,Shounen",1200,6.2,https://cdn.myanimelist.net/images/anime/8/90052.jpg
Hudie Meng: Liang Shan Bo yu Zhu Ying Tai,Unknown,"Drama,Romance,Historical",119,0.0,https://cdn.myanimelist.net/images/anime/1581/126763.jpg
Hikaru no Go: Hokuto Hai e no Michi,Pierrot,"Strategy Game,Shounen",24000,7.94,https://cdn.myanimelist.net/images/anime/12/78453.jpg
Kidou Senshi Gundam SEED: Hoshi no Hazama de,Sunrise,"Action,Drama,Sci-Fi,Mecha",16000,6.98,https://cdn.myanimelist.net/images/anime/7/28296.jpg
Koukaku Kidoutai: Stand Alone Complex - Tachikoma na Hibi - Interval,Production I.G,"Comedy,Sci-Fi,Mecha",6200,6.35,https://cdn.myanimelist.net/images/anime/8/30205.jpg
JoJo no Kimyou na Bouken: Phantom Blood Pilot,APPP,"Action,Supernatural,Vampire,Shounen",3300,6.58,https://cdn.myanimelist.net/images/anime/1704/106122.jpg
Spirit of Wonder: China-san Tanpenshuu,Ajia-do,"Comedy,Sci-Fi,Seinen",2900,6.59,https://cdn.myanimelist.net/images/anime/1448/116730.jpg
Crayon Shin-chan Specials,Shin-Ei Animation,"Comedy,Ecchi,School,Seinen",603,0.0,https://cdn.myanimelist.net/images/anime/1474/107403.jpg
Shiden Pilot,Unknown,"Action,Racing",380,5.49,https://cdn.myanimelist.net/images/anime/11/63073.jpg
Samurai Champloo,Manglobe,"Action,Adventure,Comedy,Historical,Samurai",1200000,8.51,https://cdn.myanimelist.net/images/anime/1370/135212.jpg
Monster,Madhouse,"Drama,Mystery,Suspense,Adult Cast,Psychological,Seinen",1100000,8.88,https://cdn.myanimelist.net/images/anime/10/18793.jpg
Gantz,Gonzo,"Action,Drama,Horror,Sci-Fi,Supernatural,Suspense,Gore,High Stakes Game,Psychological,Survival,Seinen",360000,6.99,https://cdn.myanimelist.net/images/anime/13/5998.jpg
Tenjou Tenge,Madhouse,"Action,Drama,Supernatural,Ecchi,Delinquents,Martial Arts,School,Super Power,Seinen",190000,6.88,https://cdn.myanimelist.net/images/anime/1507/101835.jpg
Initial D Fourth Stage,A.C.G.T.,"Action,Drama,Racing,Seinen",189000,8.17,https://cdn.myanimelist.net/images/anime/9/10521.jpg
Midori no Hibi,Pierrot,"Comedy,Drama,Romance,Ecchi,Delinquents,School,Shounen",169000,7.23,https://cdn.myanimelist.net/images/anime/13/56961.jpg
Kyou kara Maou!,Studio Deen,"Adventure,Comedy,Fantasy,Isekai,Shoujo",115000,7.64,https://cdn.myanimelist.net/images/anime/11/75544.jpg
Koi Kaze,A.C.G.T.,"Drama,Romance,Psychological,Seinen",86000,7.05,https://cdn.myanimelist.net/images/anime/9/61441.jpg
Keroro Gunsou,Sunrise,"Comedy,Sci-Fi,Parody,Shounen",78000,7.73,https://cdn.myanimelist.net/images/anime/1121/117792.jpg
